,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,Channel,Date,Start time,Programme Title,End time,Dur min,'000 (U/W) Children,Share Children,TVR Children,'000 (U/W) 55+ Adults,Share 55+ Adults,TVR 55+ Adults,'000 (U/W) 16-34 Adults,Share 16-34 Adults,TVR 16-34 Adults,'000 (U/W) 45-54 Adults,Share 45-54 Adults,TVR 45-54 Adults,'000 (U/W) 16-44 Adults,Share 16-44 Adults,TVR 16-44 Adults
5583,tt1860353,turbo,Turbo,2013,2013-08-19,"Animation, Adventure, Comedy",96.0,USA,English,David Soren,"Darren Lemke, Robert Siegel",DreamWorks Animation,"Ryan Reynolds, Paul Giamatti, Michael Peña, Samuel L. Jackson, Luis Guzmán, Bill Hader, Snoop Dogg, Maya Rudolph, Ben Schwartz, Richard Jenkins, Ken Jeong, Michelle Rodriguez, Mario Andretti, Mike Bell, Aidan Andrews",A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.,6.4,81691.0,$ 135000000,$ 83028128,$ 282570682,58.0,118.0,169.0,BBC 1,27/12/2017,09:15:56,turbo,10:42:11,86.0,378.1,31.6084,4.10621,270.7,9.3603,1.39978,198.8,20.1827,1.3716,208.8,17.7536,2.33426,434.7,21.2744,1.9426
5584,tt1860353,turbo,Turbo,2013,2013-08-19,"Animation, Adventure, Comedy",96.0,USA,English,David Soren,"Darren Lemke, Robert Siegel",DreamWorks Animation,"Ryan Reynolds, Paul Giamatti, Michael Peña, Samuel L. Jackson, Luis Guzmán, Bill Hader, Snoop Dogg, Maya Rudolph, Ben Schwartz, Richard Jenkins, Ken Jeong, Michelle Rodriguez, Mario Andretti, Mike Bell, Aidan Andrews",A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.,6.4,81691.0,$ 135000000,$ 83028128,$ 282570682,58.0,118.0,169.0,BBC 1,28/12/2018,08:59:49,turbo,10:26:03,86.0,187.2,21.5793,2.00214,272.3,9.4081,1.38371,136.6,18.1842,0.95712,227.9,21.3409,2.57165,251.2,16.3648,1.12914
5585,tt1860353,turbo,Turbo,2013,2013-08-19,"Animation, Adventure, Comedy",96.0,USA,English,David Soren,"Darren Lemke, Robert Siegel",DreamWorks Animation,"Ryan Reynolds, Paul Giamatti, Michael Peña, Samuel L. Jackson, Luis Guzmán, Bill Hader, Snoop Dogg, Maya Rudolph, Ben Schwartz, Richard Jenkins, Ken Jeong, Michelle Rodriguez, Mario Andretti, Mike Bell, Aidan Andrews",A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.,6.4,81691.0,$ 135000000,$ 83028128,$ 282570682,58.0,118.0,169.0,BBC 2,12/10/2019,08:31:06,turbo,09:57:20,86.0,65.8,11.1924,0.69874,28.2,0.9252,0.14086,10.5,1.8289,0.07371,32.9,3.2555,0.3751,72.6,5.9207,0.32695
5595,tt1943765,morgan,Morgan,2012,2014-01-01,"Drama, Romance",89.0,USA,English,Michael D. Akers,"Michael D. Akers, Sandon Berg",United Gay Network,"Leo Minaya, Jack Kesy, Darra Like Dat Boyd, Madalyn McKay, Benjamin Budd, Dane Anton, Scott Gofta, Donna Garde, Nelson Guzman, Juan C. La Zala, Theodore Bouloukos","A paralyzed gay bicycle racer risks home, relationships and personal health to reenter the fray as a paraplegic racer.",6.7,1347.0,,,,,12.0,6.0,CH4,17/12/2019,25:54:24,morgan,27:26:21,91.0,9.1,15.7168,0.09635,28.1,4.3505,0.14007,4.3,2.1436,0.03011,7.5,3.1539,0.08585,9.2,2.7611,0.04131
5596,tt4520364,morgan,Morgan,2016,2016-09-02,"Action, Horror, Sci-Fi",92.0,USA,"English, Mandarin",Luke Scott,Seth W. Owen,Burk A Project,"Kate Mara, Anya Taylor-Joy, Rose Leslie, Michael Yare, Toby Jones, Chris Sullivan, Boyd Holbrook, Vinette Robinson, Michelle Yeoh, Brian Cox, Jennifer Jason Leigh, Paul Giamatti, Crispian Belfrage, Amybeth McNulty, Jonathan Aris",A corporate risk-management consultant must decide whether or not to terminate an artificially created humanoid being.,5.8,38340.0,$ 8000000,$ 3915251,$ 8809407,48.0,183.0,187.0,CH4,17/12/2019,25:54:24,morgan,27:26:21,91.0,9.1,15.7168,0.09635,28.1,4.3505,0.14007,4.3,2.1436,0.03011,7.5,3.1539,0.08585,9.2,2.7611,0.04131
5599,tt1959332,american mary,American Mary,2012,2013-01-11,"Drama, Horror",103.0,Canada,"English, Hungarian, German","Jen Soska, Sylvia Soska","Jen Soska, Sylvia Soska",IndustryWorks Pictures,"Katharine Isabelle, Antonio Cupo, Tristan Risk, David Lovgren, Paula Lindberg, Clay St. Thomas, John Emmet Tracy, Twan Holliday, Nelson Wong, Sylvia Soska, Jen Soska, Paul Anthony, Sean Amsing, Travis Watters, Marius Soska","The allure of easy money sends Mary Mason, a medical student, into the world of underground surgeries which ends up leaving more marks on her than her so called ""freakish"" clients.",6.3,21909.0,,,,46.0,121.0,203.0,CH4,01/02/2019,24:37:52,american mary,26:18:41,100.0,0.0,0.0,0.0,32.4,2.597,0.16403,5.5,1.295,0.03864,43.6,6.3427,0.49288,10.4,1.2464,0.04683
5603,tt2054790,michael kohlhaas,Michael Kohlhaas,2013,2013-08-14,"Drama, History",122.0,"France, Germany","French, German, Occitan",Arnaud des Pallières,"Christelle Berthevas, Arnaud des Pallières",Les Films d'Ici,"Mads Mikkelsen, Mélusine Mayance, Delphine Chuillot, David Kross, Bruno Ganz, Denis Lavant, Roxane Duran, Paul Bartel, David Bennent, Swann Arlaud, Sergi López, Amira Casar, Jacques Nolot, Christian Chaussex, Nicolas Capelle","In the 16th century in the Cévennes, a horse dealer by the name of Michael Kohlhaas leads a happy family life. When a lord treats him unjustly, he raises an army and puts the country to fire and sword in order to have his rights restored.",6.1,7509.0,,$ 3313,$ 813550,51.0,35.0,89.0,BBC 2,28/07/2018,25:42:19,michael kohlhaas,27:37:47,115.0,0.0,0.0,0.0,24.8,4.3251,0.12681,4.9,1.6576,0.03365,5.2,1.4404,0.05846,14.9,2.7557,0.06618
5608,tt2107861,walking on sunshine,Walking on Sunshine,2014,2014-09-04,"Comedy, Drama, Musical",97.0,"UK, USA, Italy","English, Italian","Max Giwa, Dania Pasquini",Joshua St Johnston,Vertigo Films,"Giulio Berruti, Annabel Scholey, Greg Wise, Hannah Arterton, Amy Clare Beales, Katy Brand, Danny Kirrane, Leona Lewis, Anabel Kutay, Susan Fordham, Samantha Alleyne, Joelle Koissi, Laura Bernardeschi, Adrian Quinton, Adrian Derrick-Palmer","Set to the music of popular hit songs from the 1980s. A beautiful coastal village, present day Italy. After a whirlwind romance, Maddie is preparing to marry gorgeous Italian Raf, and has ...",5.4,4890.0,,,$ 4721182,,45.0,52.0,Channel 5,21/05/2017,19:08:02,walking on sunshine,20:53:16,105.0,53.8,4.5857,0.59685,280.9,2.5859,1.47826,77.8,3.2174,0.53901,132.6,3.7338,1.47007,148.3,3.284,0.66285
5609,tt2107861,walking on sunshine,Walking on Sunshine,2014,2014-09-04,"Comedy, Drama, Musical",97.0,"UK, USA, Italy","English, Italian","Max Giwa, Dania Pasquini",Joshua St Johnston,Vertigo Films,"Giulio Berruti, Annabel Scholey, Greg Wise, Hannah Arterton, Amy Clare Beales, Katy Brand, Danny Kirrane, Leona Lewis, Anabel Kutay, Susan Fordham, Samantha Alleyne, Joelle Koissi, Laura Bernardeschi, Adrian Quinton, Adrian Derrick-Palmer","Set to the music of popular hit songs from the 1980s. A beautiful coastal village, present day Italy. After a whirlwind romance, Maddie is preparing to marry gorgeous Italian Raf, and has ...",5.4,4890.0,,,$ 4721182,,45.0,52.0,Channel 5,17/06/2018,15:49:52,walking on sunshine,16:48:35,58.0,7.9,0.7724,0.0853,133.7,2.1991,0.68466,21.7,1.0489,0.14905,46.3,2.1203,0.52022,30.5,0.8845,0.1355
5610,tt2107861,walking on sunshine,Walking on Sunshine,2014,2014-09-04,"Comedy, Drama, Musical",97.0,"UK, USA, Italy","English, Italian","Max Giwa, Dania Pasquini",Joshua St Johnston,Vertigo Films,"Giulio Berruti, Annabel Scholey, Greg Wise, Hannah Arterton, Amy Clare Beales, Katy Brand, Danny Kirrane, Leona Lewis, Anabel Kutay, Susan Fordham, Samantha Alleyne, Joelle Koissi, Laura Bernardeschi, Adrian Quinton, Adrian Derrick-Palmer","Set to the music of popular hit songs from the 1980s. A beautiful coastal village, present day Italy. After a whirlwind romance, Maddie is preparing to marry gorgeous Italian Raf, and has ...",5.4,4890.0,,,$ 4721182,,45.0,52.0,Channel 5,17/06/2018,16:54:33,walking on sunshine,17:41:16,46.0,7.1,0.5641,0.07667,175.5,2.3496,0.89871,19.5,0.8131,0.13394,51.2,1.9369,0.57528,32.9,0.8092,0.14616
5627,tt2150332,renoir,Renoir,2012,2013-01-02,"Biography, Drama, History",111.0,France,"French, Italian",Gilles Bourdos,"Jacques Renoir, Gilles Bourdos",Fidélité Films,"Michel Bouquet, Christa Théret, Vincent Rottiers, Thomas Doret, Romane Bohringer, Michèle Gleizer, Laurent Poitrenaux, Anne-Lise Heimburger, Sylviane Goudal, Solène Rigot, Emmanuelle Lepoutre, Carlo Brandt, Thierry Hancisse, Alice Barnole, Jean-Adrien Espiasse","Set on the French Riviera in the summer of 1915, Jean Renoir -- son of the Impressionist painter, Pierre-Auguste -- returns home to convalesce after being wounded in World War I. At his ...",6.5,5186.0,,$ 2293798,$ 7816573,64.0,35.0,102.0,BBC 2,16/09/2017,25:52:21,renoir,27:36:55,104.0,0.0,0.0,0.0,41.2,6.188,0.21557,6.1,1.8502,0.04218,8.0,1.9057,0.08873,14.0,2.2783,0.06247
5628,tt2170593,st. vincent,St. Vincent,2014,2014-12-18,"Comedy, Drama",102.0,USA,"English, Spanish",Theodore Melfi,Theodore Melfi,Chernin Entertainment,"Bill Murray, Melissa McCarthy, Naomi Watts, Chris O'Dowd, Terrence Howard, Jaeden Martell, Kimberly Quinn, Lenny Venito, Nate Corddry, Dario Barosso, Donna Mitchell, Ann Dowd, Scott Adsit, Reg E. Cathey, Deirdre O'Connell","A young boy whose parents have just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic war veteran who lives next door.",7.2,94385.0,$ 13000000,$ 44137712,$ 54837234,64.0,217.0,271.0,CH4,16/06/2019,23:38:36,st. vincent,25:26:48,108.0,2.4,2.9703,0.02558,70.5,3.2913,0.35429,1.2,0.2103,0.00843,18.1,2.1826,0.20552,27.2,2.4984,0.12258
5638,tt2245084,big hero 6,Big Hero 6,2014,2014-12-18,"Animation, Action, Adventure",102.0,USA,English,"Don Hall, Chris Williams","Jordan Roberts, Robert L. Baird",FortyFour Studios,"Scott Adsit, Ryan Potter, Daniel Henney, T.J. Miller, Jamie Chung, Damon Wayans Jr., Genesis Rodriguez, James Cromwell, Alan Tudyk, Maya Rudolph, Abraham Benrubi, Katie Lowes, Billy Bush, Daniel Gerson, Paul Briggs","The special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada. They team up with a group of friends to form a band of high-tech heroes.",7.8,400882.0,$ 165000000,$ 222527828,$ 657868146,74.0,564.0,413.0,BBC 1,27/12/2017,16:12:17,big hero 6,17:44:16,92.0,624.9,37.2119,6.78649,682.7,9.2816,3.53021,661.4,32.3565,4.56327,443.2,18.211,4.95472,1164.5,33.137,5.20396
5639,tt2245084,big hero 6,Big Hero 6,2014,2014-12-18,"Animation, Action, Adventure",102.0,USA,English,"Don Hall, Chris Williams","Jordan Roberts, Robert L. Baird",FortyFour Studios,"Scott Adsit, Ryan Potter, Daniel Henney, T.J. Miller, Jamie Chung, Damon Wayans Jr., Genesis Rodriguez, James Cromwell, Alan Tudyk, Maya Rudolph, Abraham Benrubi, Katie Lowes, Billy Bush, Daniel Gerson, Paul Briggs","The special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada. They team up with a group of friends to form a band of high-tech heroes.",7.8,400882.0,$ 165000000,$ 222527828,$ 657868146,74.0,564.0,413.0,BBC 1,12/05/2018,16:46:28,big hero 6,18:18:27,92.0,222.0,23.1684,2.40234,448.9,7.0603,2.30276,175.9,11.4915,1.20827,146.3,7.3495,1.64234,332.4,12.1977,1.47694
5640,tt2245084,big hero 6,Big Hero 6,2014,2014-12-18,"Animation, Action, Adventure",102.0,USA,English,"Don Hall, Chris Williams","Jordan Roberts, Robert L. Baird",FortyFour Studios,"Scott Adsit, Ryan Potter, Daniel Henney, T.J. Miller, Jamie Chung, Damon Wayans Jr., Genesis Rodriguez, James Cromwell, Alan Tudyk, Maya Rudolph, Abraham Benrubi, Katie Lowes, Billy Bush, Daniel Gerson, Paul Briggs","The special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada. They team up with a group of friends to form a band of high-tech heroes.",7.8,400882.0,$ 165000000,$ 222527828,$ 657868146,74.0,564.0,413.0,BBC 1,31/12/2018,14:43:06,big hero 6,16:15:05,92.0,286.4,26.4842,3.0631,366.9,6.6555,1.86442,495.6,35.3042,3.47253,258.7,16.1013,2.91921,666.2,26.2387,2.99456
5641,tt2245084,big hero 6,Big Hero 6,2014,2014-12-18,"Animation, Action, Adventure",102.0,USA,English,"Don Hall, Chris Williams","Jordan Roberts, Robert L. Baird",FortyFour Studios,"Scott Adsit, Ryan Potter, Daniel Henney, T.J. Miller, Jamie Chung, Damon Wayans Jr., Genesis Rodriguez, James Cromwell, Alan Tudyk, Maya Rudolph, Abraham Benrubi, Katie Lowes, Billy Bush, Daniel Gerson, Paul Briggs","The special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada. They team up with a group of friends to form a band of high-tech heroes.",7.8,400882.0,$ 165000000,$ 222527828,$ 657868146,74.0,564.0,413.0,BBC 1,10/08/2019,14:00:27,big hero 6,15:32:26,92.0,80.8,11.2394,0.86003,321.4,7.0552,1.61103,130.7,12.3314,0.91809,157.2,11.9708,1.7886,243.0,12.232,1.09533
5642,tt2248739,departure,Departure,2015,2016-05-20,"Drama, Romance",109.0,"UK, France","English, French",Andrew Steggall,Andrew Steggall,British Film Institute (BFI),"Juliet Stevenson, Alex Lawther, Phénix Brossard, Finbar Lynch, Niamh Cusack, Patrice Juiff, Guillaume Tobo, Danièle Catala",A nuclear family unravels in the South of France.,6.7,1954.0,$ 1100000,,$ 26448,,22.0,41.0,CH4,10/12/2017,25:58:09,departure,27:46:36,108.0,0.0,0.0,0.0,31.5,5.9044,0.16288,0.0,0.0,0.0,8.5,2.4025,0.09503,1.1,0.2635,0.00492
5643,tt2257816,midnight stallion,Midnight Stallion,2013,2013-05-04,"Action, Drama, Family",97.0,"Canada, USA",English,William Dear,Mark Stouffer,"Nasser Group, North","Kris Kristofferson, Jodelle Ferland, Chelah Horsdal, Matt Mazur, David Orth, April Telek, Sean Devine, Carlos Joe Kostas, Christophe Gauthier, Mark Burgess, Paul Jarrett, Aaron Pritchett, Deborah Florko, William Dear",15 year old Megan Shephard and her parents will do anything to save their struggling farm. When the family discovers a wild stallion in a nearby forest they begin to wonder if this could be the answer to their prayers. Kris Kristofferson and Joedelle Ferland star in this heartwarming and inspiring tale that celebrates the spirit of family and the amazing courage and determination it takes to ...,5.0,308.0,$ 5000000,,,,3.0,1.0,Channel 5,07/02/2018,15:16:24,midnight stallion,16:56:46,100.0,3.5,0.5544,0.03792,269.4,4.8883,1.38837,18.1,2.2707,0.12406,30.4,2.8211,0.34073,55.9,4.0115,0.2481
5651,tt2356180,bhaag milkha bhaag,Bhaag Milkha Bhaag,2013,2013-07-12,"Biography, Drama, Sport",186.0,India,Hindi,Rakeysh Omprakash Mehra,Prasoon Joshi,Rakeysh Omprakash Mehra Pictures,"Farhan Akhtar, Sonam Kapoor, Pavan Malhotra, Art Malik, Divya Dutta, Japtej Singh, Yograj Singh, Siddharth Bhardwaj, Jass Bhatia, Rebecca Breeds, Divjot Singh Chandhok, Chinmay Chandraunshuh, Chandan Gill, Dev Gill, Shveta Grover",The truth behind the ascension of,8.2,59569.0,,$ 1636731,$ 2325917,,198.0,49.0,CH4,23/11/2017,26:24:51,bhaag milkha bhaag,29:27:21,182.0,0.0,0.0,0.0,9.2,2.0833,0.04764,0.0,0.0,0.0,5.6,1.9364,0.06257,0.3,0.1255,0.00134
5679,tt2381249,mission: impossible - rogue nation,Mission: Impossible - Rogue Nation,2015,2015-08-19,"Action, Adventure, Thriller",131.0,"USA, China, Hong Kong, Austria, UK, Morocco","English, Swedish, German, Russian",Christopher McQuarrie,"Christopher McQuarrie, Christopher McQuarrie",Paramount Pictures,"Tom Cruise, Jeremy Renner, Simon Pegg, Rebecca Ferguson, Ving Rhames, Sean Harris, Simon McBurney, Jingchu Zhang, Tom Hollander, Jens Hultén, Alec Baldwin, Mateo Rufino, Fernando Abadie, Alec Utgoff, Hermione Corfield",Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF.,7.4,334530.0,$ 150000000,$ 195042377,$ 682716636,75.0,539.0,513.0,CH4,13/01/2018,21:02:54,mission: impossible - rogue nation,23:34:04,151.0,60.7,6.3355,0.65742,728.5,7.9685,3.76374,243.9,8.9927,1.67445,535.5,15.7885,5.98725,543.4,10.6089,2.41465
5680,tt2381249,mission: impossible - rogue nation,Mission: Impossible - Rogue Nation,2015,2015-08-19,"Action, Adventure, Thriller",131.0,"USA, China, Hong Kong, Austria, UK, Morocco","English, Swedish, German, Russian",Christopher McQuarrie,"Christopher McQuarrie, Christopher McQuarrie",Paramount Pictures,"Tom Cruise, Jeremy Renner, Simon Pegg, Rebecca Ferguson, Ving Rhames, Sean Harris, Simon McBurney, Jingchu Zhang, Tom Hollander, Jens Hultén, Alec Baldwin, Mateo Rufino, Fernando Abadie, Alec Utgoff, Hermione Corfield",Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF.,7.4,334530.0,$ 150000000,$ 195042377,$ 682716636,75.0,539.0,513.0,CH4,01/12/2018,21:01:33,mission: impossible - rogue nation,23:32:43,151.0,82.1,7.0636,0.87807,410.5,4.5376,2.08598,137.4,5.0164,0.96272,231.0,6.9294,2.60664,267.2,5.4306,1.20106
5681,tt2381249,mission: impossible - rogue nation,Mission: Impossible - Rogue Nation,2015,2015-08-19,"Action, Adventure, Thriller",131.0,"USA, China, Hong Kong, Austria, UK, Morocco","English, Swedish, German, Russian",Christopher McQuarrie,"Christopher McQuarrie, Christopher McQuarrie",Paramount Pictures,"Tom Cruise, Jeremy Renner, Simon Pegg, Rebecca Ferguson, Ving Rhames, Sean Harris, Simon McBurney, Jingchu Zhang, Tom Hollander, Jens Hultén, Alec Baldwin, Mateo Rufino, Fernando Abadie, Alec Utgoff, Hermione Corfield",Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF.,7.4,334530.0,$ 150000000,$ 195042377,$ 682716636,75.0,539.0,513.0,CH4,07/12/2019,21:02:48,mission: impossible - rogue nation,23:33:58,151.0,38.9,3.6869,0.41186,369.6,4.0351,1.84229,53.7,2.071,0.37602,178.7,5.5313,2.04556,115.5,2.4933,0.51863
5692,tt2402085,jimi: all is by my side,Jimi: All Is by My Side,2013,2014-09-18,"Biography, Drama, Music",118.0,"Ireland, UK, USA",English,John Ridley,John Ridley,Darko Entertainment,"André Benjamin, Hayley Atwell, Imogen Poots, Ruth Negga, Andrew Buckley, Adrian Lester, Oliver Bennett, Tom Dunlea, Clare-Hope Ashitey, Jade Yourell, Lauterio Zamparelli, Danny McColgan, Robbie Jarvis, Burn Gorman, Ashley Charles",A drama based on,5.7,6183.0,,$ 340911,$ 599840,66.0,88.0,76.0,BBC 2,01/04/2017,21:46:26,jimi: all is by my side,23:34:40,108.0,5.9,0.6392,0.06549,233.9,2.9757,1.23189,54.2,2.334,0.37568,120.5,3.676,1.33666,121.6,2.814,0.5439
5693,tt2402085,jimi: all is by my side,Jimi: All Is by My Side,2013,2014-09-18,"Biography, Drama, Music",118.0,"Ireland, UK, USA",English,John Ridley,John Ridley,Darko Entertainment,"André Benjamin, Hayley Atwell, Imogen Poots, Ruth Negga, Andrew Buckley, Adrian Lester, Oliver Bennett, Tom Dunlea, Clare-Hope Ashitey, Jade Yourell, Lauterio Zamparelli, Danny McColgan, Robbie Jarvis, Burn Gorman, Ashley Charles",A drama based on,5.7,6183.0,,$ 340911,$ 599840,66.0,88.0,76.0,BBC 1,28/03/2018,23:48:02,jimi: all is by my side,25:37:26,109.0,0.4,0.5682,0.00433,135.9,7.7702,0.69922,62.1,10.0226,0.42552,77.7,8.2581,0.87098,103.4,8.6927,0.45882
5694,tt2402085,jimi: all is by my side,Jimi: All Is by My Side,2013,2014-09-18,"Biography, Drama, Music",118.0,"Ireland, UK, USA",English,John Ridley,John Ridley,Darko Entertainment,"André Benjamin, Hayley Atwell, Imogen Poots, Ruth Negga, Andrew Buckley, Adrian Lester, Oliver Bennett, Tom Dunlea, Clare-Hope Ashitey, Jade Yourell, Lauterio Zamparelli, Danny McColgan, Robbie Jarvis, Burn Gorman, Ashley Charles",A drama based on,5.7,6183.0,,$ 340911,$ 599840,66.0,88.0,76.0,BBC 1,28/03/2018,24:18:24,jimi: all is by my side,26:07:05,108.0,0.0,0.0,0.0,3.1,0.2536,0.01595,3.2,0.6944,0.02193,0.8,0.1047,0.00897,3.2,0.3595,0.0142
5695,tt2402085,jimi: all is by my side,Jimi: All Is by My Side,2013,2014-09-18,"Biography, Drama, Music",118.0,"Ireland, UK, USA",English,John Ridley,John Ridley,Darko Entertainment,"André Benjamin, Hayley Atwell, Imogen Poots, Ruth Negga, Andrew Buckley, Adrian Lester, Oliver Bennett, Tom Dunlea, Clare-Hope Ashitey, Jade Yourell, Lauterio Zamparelli, Danny McColgan, Robbie Jarvis, Burn Gorman, Ashley Charles",A drama based on,5.7,6183.0,,$ 340911,$ 599840,66.0,88.0,76.0,BBC 2,27/12/2018,24:57:24,jimi: all is by my side,26:45:38,108.0,0.0,0.0,0.0,33.5,3.1784,0.17023,6.5,1.5155,0.04554,18.0,3.0923,0.20311,9.7,1.2255,0.0436
5696,tt2402085,jimi: all is by my side,Jimi: All Is by My Side,2013,2014-09-18,"Biography, Drama, Music",118.0,"Ireland, UK, USA",English,John Ridley,John Ridley,Darko Entertainment,"André Benjamin, Hayley Atwell, Imogen Poots, Ruth Negga, Andrew Buckley, Adrian Lester, Oliver Bennett, Tom Dunlea, Clare-Hope Ashitey, Jade Yourell, Lauterio Zamparelli, Danny McColgan, Robbie Jarvis, Burn Gorman, Ashley Charles",A drama based on,5.7,6183.0,,$ 340911,$ 599840,66.0,88.0,76.0,BBC 2,16/11/2019,24:36:52,jimi: all is by my side,26:25:06,108.0,17.9,18.1358,0.18986,39.1,3.2104,0.19525,13.4,2.5543,0.09385,30.7,4.6438,0.35114,15.0,1.7595,0.06739
5701,tt2404425,woman in gold,Woman in Gold,2015,2015-10-15,"Biography, Drama, History",109.0,UK,"English, German, Hebrew",Simon Curtis,"Alexi Kaye Campbell, E. Randol Schoenberg",Origin Pictures,"Helen Mirren, Ryan Reynolds, Daniel Brühl, Katie Holmes, Tatiana Maslany, Max Irons, Charles Dance, Antje Traue, Elizabeth McGovern, Jonathan Pryce, Frances Fisher, Moritz Bleibtreu, Tom Schilling, Allan Corduner, Henry Goodman","Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.",7.3,52634.0,$ 11000000,$ 33307793,$ 61619773,51.0,192.0,213.0,BBC 2,13/05/2017,20:29:53,woman in gold,22:09:39,99.0,11.1,0.6023,0.12314,1158.9,10.8664,6.09879,67.2,1.6109,0.46557,148.2,3.6098,1.64302,99.8,1.4088,0.44607
5702,tt2404425,woman in gold,Woman in Gold,2015,2015-10-15,"Biography, Drama, History",109.0,UK,"English, German, Hebrew",Simon Curtis,"Alexi Kaye Campbell, E. Randol Schoenberg",Origin Pictures,"Helen Mirren, Ryan Reynolds, Daniel Brühl, Katie Holmes, Tatiana Maslany, Max Irons, Charles Dance, Antje Traue, Elizabeth McGovern, Jonathan Pryce, Frances Fisher, Moritz Bleibtreu, Tom Schilling, Allan Corduner, Henry Goodman","Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.",7.3,52634.0,$ 11000000,$ 33307793,$ 61619773,51.0,192.0,213.0,BBC 1,16/06/2019,22:30:41,woman in gold,24:10:28,99.0,14.3,7.0167,0.1524,786.8,16.52,3.95396,54.4,4.2063,0.38234,212.2,12.3588,2.40945,137.9,5.9017,0.62145
5703,tt2404425,woman in gold,Woman in Gold,2015,2015-10-15,"Biography, Drama, History",109.0,UK,"English, German, Hebrew",Simon Curtis,"Alexi Kaye Campbell, E. Randol Schoenberg",Origin Pictures,"Helen Mirren, Ryan Reynolds, Daniel Brühl, Katie Holmes, Tatiana Maslany, Max Irons, Charles Dance, Antje Traue, Elizabeth McGovern, Jonathan Pryce, Frances Fisher, Moritz Bleibtreu, Tom Schilling, Allan Corduner, Henry Goodman","Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.",7.3,52634.0,$ 11000000,$ 33307793,$ 61619773,51.0,192.0,213.0,BBC 1,16/06/2019,24:00:55,woman in gold,25:40:42,99.0,0.0,0.0,0.0,16.2,0.949,0.08141,0.7,0.1507,0.00492,3.0,0.4407,0.03406,2.2,0.2474,0.00991
5714,tt2608726,powder room,Powder Room,2013,2013-12-06,Comedy,86.0,UK,English,M.J. Delaney,"Rachel Hirons, Natasha Jean Sparkes",DJ Films,"Sheridan Smith, Jaime Winstone, Kate Nash, Oona Chaplin, Riann Steele, Sarah Hoare, Johnnie Fiori, Micah Balfour, Alex Warren, Zara White, Alice Sanders, Antonia Bernath, Jo Halpin, Bunmi Mojekwu, Lashana Lynch","The comedy follows Sam, as her life is turned upside down on a big night out. When reunited with her old college friends, Sam is forced to re-evaluate her life and constructs an elaborate ...",4.7,737.0,,,,,6.0,19.0,CH4,23/05/2018,26:41:00,powder room,28:07:26,86.0,0.0,0.0,0.0,10.3,2.3915,0.05284,5.9,3.3296,0.04053,6.6,2.3093,0.07409,11.6,3.7239,0.05154
5715,tt2608726,powder room,Powder Room,2013,2013-12-06,Comedy,86.0,UK,English,M.J. Delaney,"Rachel Hirons, Natasha Jean Sparkes",DJ Films,"Sheridan Smith, Jaime Winstone, Kate Nash, Oona Chaplin, Riann Steele, Sarah Hoare, Johnnie Fiori, Micah Balfour, Alex Warren, Zara White, Alice Sanders, Antonia Bernath, Jo Halpin, Bunmi Mojekwu, Lashana Lynch","The comedy follows Sam, as her life is turned upside down on a big night out. When reunited with her old college friends, Sam is forced to re-evaluate her life and constructs an elaborate ...",4.7,737.0,,,,,6.0,19.0,CH4,27/06/2019,25:57:25,powder room,27:20:39,83.0,0.0,0.0,0.0,5.8,1.0183,0.02915,11.4,5.8223,0.08012,9.4,3.228,0.10673,11.7,3.4832,0.05273
